date,tmax_degC,tmin_degC,rainfall_mm,humidity_pct,radiation_wm2,wind_speed_ms,dewpoint_degC,surface_pressure_hpa,soil_moisture,evapotranspiration_mm
08-10-1997,29.9,20.0,0.0,62,225.92448,8.4,16.0,952.8,0.34,4.29
09-10-1997,30.7,18.1,0.0,57,256.82706,10.2,14.5,953.0,0.327,5.01
10-10-1997,30.7,18.7,0.0,59,248.841,9.4,15.4,952.5,0.313,4.82
11-10-1997,31.6,19.0,0.0,55,252.19745999999998,7.4,14.8,952.3,0.302,4.74
12-10-1997,31.6,18.9,0.0,58,225.69299999999998,7.7,15.8,953.3,0.294,4.4
13-10-1997,31.7,20.6,0.2,55,222.33654,8.3,15.5,952.8,0.287,4.36
14-10-1997,31.6,20.8,3.3,62,217.82268,12.6,16.4,952.0,0.296,4.14
15-10-1997,31.0,19.2,0.2,59,235.99386,12.2,15.2,952.0,0.322,4.62
16-10-1997,30.4,18.7,0.1,57,231.59574,7.7,14.8,952.8,0.31,4.36
17-10-1997,30.3,19.5,0.0,58,209.95236,7.2,15.8,954.0,0.3,3.79
18-10-1997,30.0,21.0,0.0,57,183.79512,6.5,16.3,954.0,0.293,3.67
19-10-1997,30.5,21.3,0.0,58,212.49864,11.3,15.7,952.2,0.287,4.27
20-10-1997,30.1,19.9,0.0,50,216.89675999999997,9.4,13.1,951.9,0.282,4.41
21-10-1997,29.3,17.5,0.0,53,224.5356,8.4,12.6,952.7,0.277,4.24
22-10-1997,29.3,18.3,0.0,53,211.10975999999997,12.6,13.0,951.8,0.272,4.44
23-10-1997,28.5,17.2,0.8,70,223.95690000000002,13.9,16.2,951.1,0.273,4.02
24-10-1997,28.1,16.7,0.0,66,210.99402,11.5,14.9,952.6,0.282,3.69
25-10-1997,28.0,18.6,0.0,64,194.79041999999998,15.0,15.9,953.9,0.279,3.82
26-10-1997,28.3,19.9,2.5,66,177.19794000000002,15.8,16.4,953.2,0.281,3.72
27-10-1997,27.8,18.9,0.6,78,164.23506,12.3,18.5,952.4,0.32,2.96
28-10-1997,27.3,18.2,11.2,84,196.41078,11.1,18.9,951.9,0.376,3.26
29-10-1997,26.8,17.5,0.1,80,176.96645999999998,14.8,17.6,952.1,0.437,2.97
30-10-1997,26.9,18.0,0.5,77,193.8645,11.4,17.5,954.2,0.405,3.38
31-10-1997,26.9,19.1,0.2,75,187.96175999999997,11.5,17.8,954.8,0.386,3.25
01-11-1997,27.5,19.2,0.5,77,176.38776,10.4,18.4,954.6,0.375,3.05
02-11-1997,27.6,19.5,0.9,74,179.04978,9.7,18.1,954.4,0.368,3.1
03-11-1997,28.6,19.6,0.5,72,186.10992,11.2,18.0,955.0,0.366,3.37
04-11-1997,28.3,19.9,0.2,69,182.40624,10.2,17.8,956.3,0.363,3.3
05-11-1997,28.2,19.8,0.2,75,188.77193999999997,10.9,18.6,955.2,0.352,3.34
06-11-1997,28.2,19.3,0.1,69,185.184,12.0,17.1,954.8,0.342,3.45
07-11-1997,28.6,18.7,0.0,61,197.56818,11.6,15.2,955.2,0.33,3.79
08-11-1997,29.0,17.8,0.0,56,195.25338000000002,8.9,14.1,954.1,0.318,3.78
09-11-1997,29.7,18.8,0.0,57,199.99872000000002,12.9,14.7,951.2,0.307,4.12
10-11-1997,28.8,19.8,0.0,61,163.1934,13.8,15.8,951.3,0.3,3.39
11-11-1997,28.8,19.8,0.5,67,170.48502,9.4,17.1,951.0,0.296,3.3
12-11-1997,29.9,17.4,0.0,51,211.57272,8.7,11.8,950.6,0.292,4.23
13-11-1997,28.9,18.5,0.0,57,207.17459999999997,12.3,13.9,951.0,0.285,3.87
14-11-1997,27.4,18.5,0.0,65,173.0313,11.2,15.6,951.4,0.282,3.28
15-11-1997,28.4,18.8,0.0,62,182.75346,10.5,15.4,951.2,0.28,3.34
16-11-1997,29.1,19.7,0.1,62,185.41548,8.7,16.0,951.2,0.276,3.4
17-11-1997,29.1,18.9,4.0,73,187.03584,12.5,18.0,951.1,0.293,3.41
18-11-1997,29.1,17.7,0.0,68,193.98024,15.0,14.7,950.2,0.365,3.99
19-11-1997,27.5,16.4,0.0,69,195.48486,15.5,14.6,949.9,0.348,3.53
20-11-1997,25.1,16.4,1.1,78,160.41564,11.8,16.1,952.3,0.339,2.72
21-11-1997,25.5,17.6,0.8,78,168.74892,13.6,17.1,953.4,0.335,2.88
22-11-1997,26.3,17.6,6.2,83,167.47578000000001,17.3,18.2,952.8,0.409,2.75
23-11-1997,26.7,17.8,0.3,79,176.61924,14.2,17.4,951.3,0.405,2.97
24-11-1997,26.6,17.8,0.1,81,163.42488,13.8,18.1,949.6,0.385,2.79
25-11-1997,27.6,18.8,0.0,70,190.04508,17.1,15.8,949.6,0.37,3.62
26-11-1997,26.7,16.8,0.0,61,177.31368,11.6,13.2,952.4,0.353,3.46
27-11-1997,25.0,16.6,0.0,63,160.06842,17.4,13.0,953.2,0.34,3.44
28-11-1997,22.8,16.9,2.9,78,112.2678,14.3,15.4,953.2,0.345,2.21
29-11-1997,22.2,17.4,19.3,91,50.69412,11.5,18.0,952.9,0.447,0.93
30-11-1997,23.6,18.0,25.1,91,90.39294,12.4,18.4,953.0,0.469,1.56
01-12-1997,23.4,14.9,0.0,74,200.57742,14.6,13.4,954.7,0.456,3.3
02-12-1997,22.5,12.8,0.0,75,167.01282,14.7,13.0,954.1,0.439,2.68
03-12-1997,22.6,17.2,3.7,84,129.51306,13.1,16.4,951.5,0.441,2.19
04-12-1997,22.0,17.0,5.3,92,107.17524,9.8,17.4,952.1,0.485,1.65
05-12-1997,20.3,16.1,9.4,94,83.3328,13.8,17.0,952.8,0.495,1.23
06-12-1997,22.7,17.1,10.0,91,94.67532,16.1,17.9,953.7,0.495,1.52
07-12-1997,23.8,17.1,18.0,90,132.29082,17.2,18.0,951.8,0.478,1.99
08-12-1997,20.5,17.6,27.0,93,39.3516,21.0,17.4,948.9,0.484,0.8
09-12-1997,21.5,13.9,13.9,80,154.86012,16.0,14.1,948.0,0.472,2.41
10-12-1997,20.8,11.4,0.0,73,195.94782,11.0,10.5,952.2,0.464,2.89
11-12-1997,20.8,10.1,0.0,77,196.52652,10.0,10.9,952.9,0.454,2.82
12-12-1997,21.8,11.8,0.4,80,177.77664,14.0,12.9,951.4,0.445,2.63
13-12-1997,22.5,14.4,0.0,77,166.78134,14.2,13.9,951.4,0.446,2.71
14-12-1997,20.2,10.7,0.0,75,195.83208000000002,12.8,10.2,953.4,0.436,2.89
15-12-1997,19.9,9.3,0.0,74,197.56818,14.6,9.2,953.3,0.426,2.8
16-12-1997,19.5,12.1,1.1,77,115.04556,14.3,11.7,953.6,0.425,1.99
17-12-1997,20.1,13.0,0.0,78,148.7259,14.9,12.3,954.6,0.426,2.33
18-12-1997,20.0,12.5,0.0,84,104.74470000000001,12.8,13.9,953.2,0.42,1.67
19-12-1997,21.3,14.7,0.5,87,121.17978000000001,10.4,15.4,953.6,0.421,1.85
20-12-1997,20.8,13.8,0.0,82,124.88345999999999,13.5,14.1,954.5,0.42,2.07
21-12-1997,22.2,11.8,0.0,78,159.83694,13.0,13.4,954.2,0.413,2.48
22-12-1997,20.8,15.3,0.3,85,65.16162,11.7,15.0,953.8,0.41,1.23
23-12-1997,22.3,15.9,0.1,79,142.36020000000002,11.8,14.8,954.2,0.409,2.39
24-12-1997,21.4,12.5,0.0,76,167.59152,12.9,12.3,953.2,0.402,2.6
25-12-1997,22.2,11.8,0.0,73,164.00358,12.4,12.0,953.0,0.393,2.71
26-12-1997,21.5,14.5,0.7,80,131.13342,12.3,14.4,953.2,0.392,2.14
27-12-1997,21.3,15.9,2.3,91,105.43914,10.1,16.5,952.3,0.407,1.6
28-12-1997,21.8,13.6,0.0,82,148.95738,13.1,14.0,954.0,0.414,2.27
29-12-1997,22.2,12.7,0.2,82,153.47124,12.7,14.1,955.0,0.406,2.31
30-12-1997,20.6,13.4,0.0,75,130.43898,15.5,12.3,955.4,0.399,2.3
31-12-1997,19.1,11.1,0.0,80,137.38338,16.4,11.4,955.9,0.392,2.1
01-01-1998,19.7,10.5,0.4,77,145.13796,13.6,11.1,954.8,0.385,2.27
02-01-1998,20.7,12.3,0.4,79,134.14266,13.9,12.4,955.5,0.386,2.19
03-01-1998,23.5,11.9,0.0,75,187.15158000000002,11.3,12.9,957.0,0.38,2.92
04-01-1998,24.3,11.9,0.0,72,194.67468,8.9,12.6,956.7,0.371,3.06
05-01-1998,24.8,13.9,0.0,75,184.72104000000002,8.8,14.0,954.4,0.363,2.96
06-01-1998,24.9,16.0,0.0,72,177.54516,8.4,15.0,953.2,0.355,2.95
07-01-1998,24.9,14.6,0.0,73,176.04054000000002,13.8,14.6,953.5,0.347,3.08
08-01-1998,25.2,17.0,0.0,73,143.51760000000002,10.5,15.3,953.5,0.34,2.62
09-01-1998,25.4,15.6,0.0,70,173.14704,8.9,14.6,952.7,0.334,2.88
10-01-1998,24.6,16.5,0.0,70,159.14249999999998,11.0,14.0,952.8,0.328,2.81
11-01-1998,25.5,14.8,0.0,69,188.0775,10.5,13.6,952.4,0.322,3.18
12-01-1998,26.8,16.3,0.0,64,197.45244,14.3,13.5,950.3,0.315,3.66
13-01-1998,25.9,13.6,0.0,55,203.47091999999998,11.4,9.6,949.9,0.308,3.85
14-01-1998,27.0,13.8,0.0,61,200.46168,8.9,11.7,950.6,0.302,3.43
15-01-1998,26.8,15.6,0.0,63,203.58666,18.0,12.5,950.5,0.297,3.97
16-01-1998,23.1,11.2,0.0,49,216.66528,10.4,5.7,949.7,0.292,3.67
17-01-1998,23.3,9.3,0.0,50,216.20232,11.2,3.8,949.8,0.288,3.82
18-01-1998,21.4,8.5,0.0,52,215.50788,13.6,4.9,951.7,0.284,3.73
19-01-1998,21.0,9.3,0.0,42,219.79026,14.7,1.7,952.2,0.281,4.08
20-01-1998,22.3,10.7,0.0,53,166.08689999999999,11.4,6.7,951.4,0.278,3.16
21-01-1998,21.6,11.1,0.0,43,218.74859999999998,16.1,2.4,953.0,0.275,4.25
22-01-1998,21.0,8.1,0.0,45,219.79026,11.9,1.9,952.4,0.272,3.77
23-01-1998,22.5,8.7,0.0,45,219.67452,13.6,2.6,952.3,0.27,4.06
24-01-1998,22.2,12.1,0.0,44,175.23036,17.7,4.3,953.6,0.267,4.17
25-01-1998,21.8,12.7,0.0,53,154.74437999999998,16.0,7.6,954.1,0.265,3.62
26-01-1998,23.6,12.7,0.0,64,175.23036,12.7,11.1,952.8,0.265,3.16
27-01-1998,24.1,13.2,0.0,69,178.70256,12.6,12.5,952.1,0.265,2.95
28-01-1998,25.2,12.8,0.2,69,205.32276,9.2,12.5,953.3,0.265,3.35
29-01-1998,25.0,12.6,0.0,64,209.25791999999998,12.8,11.1,955.4,0.265,3.72
30-01-1998,25.2,13.3,0.0,64,219.55877999999998,16.4,11.7,956.0,0.262,3.83
31-01-1998,26.5,14.7,0.0,63,207.29034,13.7,13.0,956.2,0.26,3.77
01-02-1998,27.2,15.8,0.0,63,196.758,11.4,13.8,955.0,0.259,3.39
02-02-1998,28.7,16.0,0.3,61,208.21625999999998,14.2,13.5,954.3,0.26,4.06
03-02-1998,27.2,13.7,0.0,54,224.88281999999998,9.8,9.5,954.5,0.265,4.26
04-02-1998,25.8,13.6,0.0,49,229.51241999999996,12.7,7.7,955.5,0.261,4.26
05-02-1998,26.0,13.3,0.0,45,223.49393999999998,11.5,6.9,954.0,0.259,4.29
06-02-1998,26.1,12.5,0.0,49,218.40138000000002,11.4,7.5,951.4,0.257,4.11
07-02-1998,25.1,14.1,0.0,43,236.91977999999997,14.2,5.1,953.4,0.255,4.88
08-02-1998,24.6,11.9,0.0,43,240.16049999999998,15.0,4.5,955.1,0.253,4.69
09-02-1998,25.6,11.2,0.0,43,240.85493999999997,11.2,4.6,955.9,0.252,4.59
10-02-1998,26.6,11.2,0.0,43,242.59104,12.3,4.9,955.7,0.25,4.7
11-02-1998,27.7,12.0,0.0,43,241.43364,10.1,6.1,955.1,0.249,4.66
12-02-1998,28.0,14.0,0.0,40,244.55862,10.7,5.8,954.3,0.248,4.92
13-02-1998,28.4,15.3,0.0,31,244.79009999999997,13.6,4.1,953.7,0.248,5.55
14-02-1998,29.2,15.1,0.0,43,207.17459999999997,19.3,8.2,952.3,0.247,5.0
15-02-1998,27.1,16.4,0.0,51,183.67937999999998,15.2,10.5,950.9,0.246,4.36
16-02-1998,26.1,15.9,0.0,68,173.84148,16.1,14.3,950.4,0.246,3.57
17-02-1998,26.0,13.7,0.0,50,246.52620000000002,13.3,8.4,951.2,0.247,4.84
18-02-1998,25.4,13.2,0.0,44,246.06324,15.0,6.5,950.7,0.247,4.98
19-02-1998,25.9,14.1,0.0,49,224.07263999999998,12.2,7.9,950.8,0.246,4.43
20-02-1998,26.0,13.5,0.0,39,255.66966,10.2,4.2,950.6,0.246,5.03
21-02-1998,26.4,12.8,0.0,36,256.9428,10.2,3.9,951.1,0.245,4.74
22-02-1998,27.1,13.6,0.0,42,254.39652,11.5,6.3,951.0,0.245,4.97
23-02-1998,28.2,15.2,0.0,43,248.60952,13.2,8.2,950.0,0.245,4.99
24-02-1998,29.2,16.5,0.0,45,223.49393999999998,24.3,9.2,948.8,0.245,5.64
25-02-1998,25.5,15.1,0.0,39,269.0955,16.5,1.8,950.8,0.245,5.55
26-02-1998,24.7,10.3,0.0,34,269.44272,10.2,0.9,951.4,0.245,4.78
27-02-1998,25.6,12.3,0.0,41,265.50756,12.2,4.6,951.9,0.245,4.84
28-02-1998,27.3,13.4,0.0,40,264.69738,11.3,5.8,952.6,0.245,4.95
01-03-1998,27.4,14.9,0.0,40,265.27608000000004,17.2,6.0,953.6,0.245,5.76
02-03-1998,27.9,14.6,0.0,34,271.17882,14.3,4.0,953.4,0.244,5.81
03-03-1998,30.6,14.8,0.0,37,264.69738,13.2,7.0,952.7,0.244,5.76
04-03-1998,32.5,19.0,0.0,45,243.28547999999998,17.5,12.0,951.8,0.245,5.74
05-03-1998,31.4,18.8,0.6,57,243.16974000000002,18.2,14.2,949.8,0.257,5.42
06-03-1998,29.9,18.0,0.0,39,269.44272,19.9,7.9,949.6,0.254,6.25
07-03-1998,27.3,15.3,0.0,38,273.84084,17.5,6.0,949.9,0.252,5.68
08-03-1998,29.0,14.9,0.0,35,274.07232,9.8,5.2,949.2,0.25,5.63
09-03-1998,30.8,16.0,0.0,33,274.65102,13.0,4.9,949.1,0.248,6.27
10-03-1998,32.6,18.1,0.0,35,265.27608000000004,15.5,8.3,948.8,0.247,6.44
11-03-1998,32.7,20.2,0.0,36,240.16049999999998,16.8,8.9,949.0,0.246,6.06
12-03-1998,29.9,19.2,0.0,34,279.16488,22.7,6.3,950.0,0.245,6.99
13-03-1998,28.8,15.5,0.0,35,282.86856,11.5,5.3,951.5,0.245,5.95
14-03-1998,28.7,16.3,0.0,32,286.10927999999996,16.6,4.3,951.5,0.245,6.05
15-03-1998,30.7,17.2,0.0,31,281.13246,20.2,5.3,950.8,0.245,7.07
16-03-1998,28.5,20.7,0.0,50,200.46168,22.1,12.9,952.0,0.245,5.22
17-03-1998,31.3,17.8,0.0,52,280.78524,17.9,11.2,952.4,0.245,6.17
18-03-1998,31.0,16.8,0.0,42,256.71132,16.6,8.3,952.8,0.245,5.81
19-03-1998,32.8,17.8,0.0,34,289.46574000000004,11.7,6.4,951.9,0.245,6.41
20-03-1998,34.4,17.5,0.0,32,289.23426,9.5,6.7,950.6,0.244,6.35
21-03-1998,35.6,20.2,0.0,36,284.48891999999995,9.4,10.6,951.2,0.244,6.29
22-03-1998,37.6,23.2,0.0,31,284.1417,26.6,9.9,949.1,0.244,8.75
23-03-1998,36.1,24.2,0.0,30,289.23426,24.2,9.4,947.3,0.244,8.94
24-03-1998,32.5,20.4,0.0,17,303.8175,17.1,-1.7,949.3,0.244,8.02
25-03-1998,32.3,16.0,0.0,14,308.67858,11.0,-5.4,950.3,0.244,7.39
26-03-1998,33.6,15.6,0.0,20,303.8175,9.1,-1.1,951.2,0.244,6.19
27-03-1998,35.5,19.4,0.0,21,300.57678,11.4,2.9,950.7,0.244,7.16
28-03-1998,36.3,21.5,0.0,24,299.07216,15.1,5.1,948.4,0.244,7.32
29-03-1998,35.9,22.7,0.0,27,282.63708,23.9,7.4,947.4,0.244,8.68
30-03-1998,34.7,19.7,0.0,30,300.3453,12.0,7.5,950.7,0.244,6.76
31-03-1998,35.6,21.3,0.0,29,298.0305,9.7,8.0,952.0,0.244,6.83
01-04-1998,37.4,21.6,0.0,27,299.65086,9.7,7.9,952.1,0.244,6.98
02-04-1998,39.8,24.3,0.0,23,301.38696,15.8,7.0,950.4,0.244,8.08
03-04-1998,39.7,25.8,0.0,19,287.72964,19.1,5.3,948.6,0.244,9.27
04-04-1998,39.0,25.5,0.0,22,286.4565,12.8,6.2,949.1,0.244,8.02
05-04-1998,38.4,24.8,0.0,26,283.91022,12.4,9.3,951.2,0.244,7.2
06-04-1998,39.3,25.6,0.0,23,290.04444,11.8,7.8,951.2,0.244,7.57
07-04-1998,39.2,26.3,0.0,24,267.12791999999996,16.8,8.6,948.7,0.244,7.37
08-04-1998,37.1,26.4,0.0,18,274.99824,24.4,3.9,946.2,0.244,9.4
09-04-1998,36.0,23.1,0.0,26,313.6554,26.0,5.7,946.7,0.244,9.08
10-04-1998,35.7,21.3,0.0,25,315.50724,16.4,5.3,947.9,0.244,7.98
11-04-1998,36.8,21.8,0.0,22,316.5489,13.3,4.1,949.6,0.244,8.03
12-04-1998,37.2,22.5,0.0,24,307.2897,14.0,6.6,948.4,0.244,7.86
13-04-1998,37.2,22.9,0.0,23,309.14154,13.6,6.2,945.7,0.244,7.47
14-04-1998,38.4,22.7,0.0,20,309.6045,14.4,4.5,946.9,0.244,7.9
15-04-1998,37.0,24.4,0.0,25,271.64178,14.4,7.7,948.9,0.244,7.7
16-04-1998,38.1,24.8,0.0,25,303.35454,13.9,7.8,949.1,0.244,8.17
17-04-1998,37.3,25.8,0.0,22,245.60027999999997,16.6,6.8,949.3,0.244,8.08
18-04-1998,38.3,25.3,0.0,24,299.65086,17.8,7.4,949.6,0.244,9.11
19-04-1998,39.2,24.7,0.0,25,309.25728,16.6,8.5,948.6,0.244,8.99
20-04-1998,38.3,23.9,0.0,26,312.26652,19.2,8.3,947.2,0.244,9.25
21-04-1998,38.2,24.7,0.0,25,294.32682,23.5,7.4,947.1,0.244,9.32
22-04-1998,38.9,24.8,0.0,29,315.62298,20.3,10.4,947.9,0.244,9.5
23-04-1998,38.9,25.5,0.0,29,306.47952,22.9,10.5,948.0,0.244,9.76
24-04-1998,38.7,25.4,1.3,35,292.2435,20.1,13.2,947.9,0.25,8.25
25-04-1998,37.9,26.4,1.5,36,284.72040000000004,16.8,14.2,947.8,0.272,7.79
26-04-1998,38.1,25.6,0.4,33,284.1417,15.1,12.7,948.6,0.291,7.87
27-04-1998,38.0,26.3,2.7,40,255.7854,17.3,14.7,949.0,0.293,7.34
28-04-1998,37.0,24.0,1.0,45,278.00748,9.5,16.1,948.8,0.31,6.11
29-04-1998,37.7,26.0,0.1,36,264.92886,14.0,13.8,947.9,0.311,6.93
30-04-1998,39.2,26.1,0.0,30,298.37772,14.6,11.7,947.3,0.292,8.16
01-05-1998,39.6,25.5,0.0,30,308.56284,17.6,12.1,948.0,0.277,8.74
02-05-1998,39.4,26.7,0.0,32,295.94718,17.2,13.2,949.0,0.266,8.2
03-05-1998,40.6,27.4,0.0,24,322.22016,18.7,9.3,948.6,0.258,9.87
04-05-1998,41.2,28.3,0.0,20,321.64146,18.5,7.7,946.5,0.252,10.2
05-05-1998,40.7,27.7,0.0,18,328.35438,18.0,5.2,945.3,0.248,10.26
06-05-1998,41.2,27.0,0.0,21,321.52572000000004,16.9,7.5,946.3,0.246,9.67
07-05-1998,41.4,27.7,0.0,22,308.33136,20.7,8.2,947.5,0.245,9.58
08-05-1998,40.0,28.7,0.0,23,285.29909999999995,19.9,10.0,947.0,0.244,8.95
09-05-1998,39.1,27.6,0.0,23,324.18774,20.0,8.1,945.1,0.244,9.82
10-05-1998,37.8,24.5,0.0,19,327.31272,18.9,4.6,944.6,0.244,9.38
11-05-1998,37.6,25.3,0.0,18,332.17379999999997,15.5,3.2,946.7,0.244,8.63
12-05-1998,38.5,22.7,0.0,19,329.51178,13.9,4.8,946.6,0.244,8.09
13-05-1998,40.1,25.1,0.0,22,305.90082,11.4,7.2,946.1,0.244,7.14
14-05-1998,39.2,28.4,0.2,28,280.32228,16.6,11.4,946.9,0.245,7.38
15-05-1998,41.3,28.0,0.0,23,296.52588000000003,16.3,9.0,945.2,0.245,8.22
16-05-1998,42.8,26.7,0.0,15,316.5489,18.8,3.3,944.0,0.245,9.58
17-05-1998,42.5,31.0,0.0,15,301.61843999999996,26.0,5.7,944.7,0.244,11.35
18-05-1998,42.2,28.9,0.0,21,282.75282,19.2,8.8,944.7,0.244,9.75
19-05-1998,41.8,28.4,0.0,27,276.0399,19.7,12.4,943.1,0.244,8.75
20-05-1998,41.9,28.4,0.4,39,296.64162,18.6,17.7,943.1,0.245,9.01
21-05-1998,42.1,28.7,0.2,40,303.35454,19.8,18.2,944.5,0.249,8.56
22-05-1998,41.7,28.9,0.1,34,293.40090000000004,19.7,16.2,945.5,0.25,9.52
23-05-1998,42.1,28.3,0.0,32,288.07686,22.0,15.1,945.0,0.248,10.3
24-05-1998,42.3,27.5,0.0,33,323.26182,22.2,14.0,945.0,0.246,10.38
25-05-1998,42.3,27.4,0.0,34,314.23409999999996,18.9,15.2,944.7,0.245,10.05
26-05-1998,41.4,27.1,0.0,38,309.0258,21.7,16.7,944.3,0.244,10.06
27-05-1998,40.6,26.0,0.0,43,315.50724,22.0,17.4,945.1,0.244,9.75
28-05-1998,39.7,25.4,0.0,48,313.30818,26.4,18.6,944.8,0.244,9.2
29-05-1998,40.5,25.3,0.0,47,314.92854,24.8,17.8,943.7,0.244,9.53
30-05-1998,39.7,25.7,0.0,44,316.43316,24.9,16.6,943.6,0.244,9.32
31-05-1998,40.3,26.5,0.0,41,310.7619,19.7,16.7,945.3,0.244,9.25
01-06-1998,42.1,28.0,0.0,31,314.58132,20.5,13.1,945.8,0.244,10.58
02-06-1998,42.0,29.1,0.0,25,320.71554000000003,21.3,10.8,944.6,0.244,11.19
03-06-1998,41.3,27.9,0.0,30,316.78038,21.5,13.1,944.7,0.244,10.24
04-06-1998,41.1,27.8,0.0,31,296.98884,17.1,14.0,945.1,0.244,8.93
05-06-1998,40.7,28.3,1.0,37,274.41954,17.9,17.0,944.9,0.248,7.9
06-06-1998,39.1,28.4,1.5,43,269.0955,19.4,18.8,945.5,0.259,7.41
07-06-1998,38.7,27.4,0.1,49,278.00748,18.5,19.5,944.9,0.269,7.07
08-06-1998,37.0,26.4,6.3,57,267.59088,18.0,21.0,945.1,0.279,6.61
09-06-1998,36.5,26.8,0.2,51,279.74358,27.0,19.0,943.2,0.325,7.91
10-06-1998,32.0,25.2,1.6,65,206.36441999999997,37.1,20.8,942.0,0.312,5.93
11-06-1998,36.0,24.9,0.2,60,257.17428,22.9,20.3,944.1,0.305,6.72
12-06-1998,36.9,25.2,0.0,50,295.36848,19.7,17.6,944.8,0.289,7.81
13-06-1998,36.2,25.2,0.1,54,261.34092,19.5,19.0,943.9,0.278,6.81
14-06-1998,37.9,26.8,0.2,42,249.9984,17.1,17.0,943.2,0.27,6.9
15-06-1998,38.3,28.4,0.1,45,180.5544,21.3,18.1,941.4,0.267,6.13
16-06-1998,30.9,24.0,33.3,86,100.92528,15.6,23.5,940.0,0.451,2.16
17-06-1998,34.3,24.8,6.0,73,205.20702,17.3,22.5,940.6,0.478,4.64
18-06-1998,35.5,25.3,0.0,60,274.18806,22.4,21.2,941.8,0.434,6.52
19-06-1998,37.2,26.2,0.0,52,267.70662,22.1,19.9,942.6,0.396,7.52
20-06-1998,34.8,26.6,0.0,56,256.3641,23.5,20.7,942.1,0.366,7.37
21-06-1998,35.5,26.4,0.0,54,248.03082,27.0,19.5,940.6,0.342,7.26
22-06-1998,36.4,25.7,0.0,52,294.67404,22.7,18.8,940.8,0.321,7.82
23-06-1998,35.9,25.7,0.0,53,279.85931999999997,23.4,19.5,940.8,0.304,7.33
24-06-1998,35.6,25.8,0.2,55,230.43834,22.1,20.2,940.8,0.291,6.13
25-06-1998,36.8,26.2,1.2,59,273.1464,18.0,21.3,939.9,0.286,6.45
26-06-1998,32.9,26.6,1.5,70,192.47562,17.3,23.0,939.1,0.314,4.68
27-06-1998,32.4,25.3,12.9,83,132.17508,11.9,24.4,938.3,0.41,2.7
28-06-1998,27.7,24.7,19.1,93,54.9765,12.7,24.7,938.7,0.48,1.17
29-06-1998,30.2,24.4,17.5,88,133.91118,13.1,24.1,937.0,0.478,2.56
30-06-1998,30.9,24.2,1.0,80,219.09582,14.0,23.2,935.9,0.449,4.3
01-07-1998,30.1,24.8,3.0,80,155.55455999999998,19.1,23.1,935.5,0.447,3.32
02-07-1998,30.0,24.0,4.0,83,168.05447999999998,15.0,23.0,937.5,0.465,3.31
03-07-1998,28.7,24.3,3.1,80,117.12888,16.8,22.4,939.7,0.47,2.73
04-07-1998,29.1,24.1,5.6,84,142.82316,20.8,22.9,941.3,0.477,2.94
05-07-1998,27.1,23.5,7.2,89,107.86968,24.9,22.6,941.9,0.492,2.16
06-07-1998,24.1,23.1,20.9,95,35.99514,22.2,22.6,941.6,0.479,0.83
07-07-1998,24.5,22.8,21.5,95,47.453399999999995,23.5,22.6,940.1,0.476,0.95
08-07-1998,29.2,23.2,1.0,81,190.04508,21.6,22.1,939.6,0.47,3.85
09-07-1998,30.0,23.5,1.6,78,204.97554,19.1,21.9,940.5,0.466,4.23
10-07-1998,30.1,24.0,0.4,77,200.34593999999998,20.5,22.0,940.5,0.452,4.24
11-07-1998,26.9,23.9,1.8,82,89.23554,19.1,22.0,939.6,0.445,2.19
12-07-1998,28.8,23.5,0.5,79,166.20264,22.5,21.6,940.2,0.443,3.59
13-07-1998,26.8,23.5,4.9,85,72.9162,18.5,22.1,942.4,0.457,1.83
14-07-1998,28.2,22.9,10.1,84,114.5826,23.9,21.7,944.0,0.487,2.53
15-07-1998,27.6,23.5,0.9,83,113.19371999999998,22.9,21.9,944.6,0.468,2.53
16-07-1998,29.1,22.9,2.8,82,185.184,20.9,22.2,944.0,0.464,3.59
17-07-1998,29.0,23.4,2.5,81,166.08689999999999,21.7,22.3,943.8,0.476,3.43
18-07-1998,29.6,23.4,2.8,79,195.6006,19.6,22.1,944.9,0.471,3.94
19-07-1998,29.7,23.9,0.8,79,204.28109999999998,17.3,22.4,945.7,0.456,3.9
20-07-1998,29.4,23.7,0.4,78,187.96175999999997,14.5,22.3,944.3,0.442,3.64
21-07-1998,30.5,23.6,1.0,80,222.91524,13.7,22.9,944.4,0.43,4.14
22-07-1998,30.8,23.6,1.1,77,213.88752,15.7,22.3,944.3,0.421,4.24
23-07-1998,30.6,23.8,0.9,77,208.44774,16.2,22.3,943.8,0.415,4.17
24-07-1998,30.4,23.3,0.6,73,206.36441999999997,18.4,21.3,943.3,0.409,4.31
25-07-1998,30.1,23.7,0.6,75,195.48486,18.7,21.7,942.7,0.398,3.98
26-07-1998,30.6,23.2,0.2,72,205.78572,16.8,21.1,942.5,0.386,4.35
27-07-1998,30.7,23.1,1.1,75,217.0125,15.5,21.8,942.2,0.376,4.34
28-07-1998,32.2,24.1,1.4,75,233.56332,17.6,22.5,941.3,0.372,4.61
29-07-1998,30.6,23.3,17.5,83,180.78588,17.5,23.4,940.3,0.471,3.46
30-07-1998,30.2,23.3,29.5,89,151.15644,16.1,23.7,939.6,0.495,2.82
31-07-1998,28.7,23.9,10.2,89,120.13812,10.1,23.6,940.3,0.476,2.27
